41.76491,-7.468123
41.311277,-7.733453
41.440239,-8.304072
41.541521,-8.401011
41.57783,-8.430341
41.694594,-8.832675
41.284604,-8.361177
41.219661,-8.561552
41.208347,-8.686174
41.182414,-8.657943
41.179946,-8.654264
41.163854,-8.584147
41.140984,-8.636069
41.1184,-8.62234
40.6271,-8.64534
40.921902,-8.564816
40.889781,-8.49111
40.87555,-8.633744
40.649885,-8.61514
40.672761,-7.919398
40.270893,-7.501802
39.471121,-8.196757
39.46312,-8.532583
40.204177,-8.406652
40.19386,-8.409648
40.211515,-8.443374
39.732737,-8.824293
39.243177,-8.687995
40.3834,-7.5440
38.722984,-9.160678
38.764381,-9.175726
38.75434,-9.190196
38.768485,-9.097495
38.74191,-9.232338
38.818365,-9.174839
38.834888,-9.156372
38.77662,-9.22002
38.704542,-9.302166
38.738527,-9.400371
38.775102,-9.34151
38.694172,-8.941728
38.613065,-9.103664
38.549909,-7.906703
38.006064,-7.868563
37.130832,-7.637489
37.127357,-8.280298
37.146477,-8.548504
37.09645,-7.99556
32.659088,-16.950365
32.706816,-16.768051
32.64779,-16.914238
32.643317,-16.8486613
41.44799,-8.34283
41.100981,-7.816729
41.273693,-8.08716
41.803673,-6.787887
41.154467,-8.529482
41.14511,-8.552683
41.183328,-8.149357
41.097359,-8.598137
41.101733,-8.554441
41.178697,-7.79444
41.197887,-8.335608
41.271692,-8.283311
41.137763,-8.638766
41.21074,-8.269698
41.202159,-8.546219
41.197665,-8.491155
41.148947,-8.605606
41.36696,-8.544823
41.369283,-8.744562
41.560966,-8.44897
41.32558,-8.568022
41.39324,-8.754482
41.53046,-8.76176
41.362297,-8.197488
41.444057,-8.165424
42.072826,-8.496712
41.76014,-8.58508
41.254983,-8.653783
41.324712,-8.149628
41.529758,-8.642724
41.538244,-8.622081
41.34231,-8.495264
41.236152,-8.59714
41.678468,-8.783027
41.069166,-8.62491
40.992225,-8.572265
41.01591,-8.638318
40.830326,-8.484894
40.593866,-8.458993
40.595702,-8.662269
40.34852,-8.58099
40.116644,-8.23862
40.158699,-8.849065
40.362503,-7.856351
40.525791,-8.085905
40.602138,-7.761228
40.540802,-7.266248
40.515422,-7.220153
40.155413,-7.495744
39.914157,-8.620712
39.602025,-8.396803
39.66002,-8.582449
39.7995,-8.0924
40.413167,-7.711832
39.080861,-9.259974
39.098194,-9.254389
38.953973,-9.334447
38.799455,-9.326709
38.81401,-9.362116
39.19606,-8.62077
39.166179,-8.779251
39.413515,-9.140597
39.26286,-9.152549
38.788827,-9.340162
39.339399,-8.930633
39.367835,-9.383724
39.611555,-9.06422
39.558431,-8.977361
39.735253,-8.933696
38.864442,-9.326667
39.628374,-8.853125
39.833407,-7.495293
39.807872,-7.514643
38.91949,-8.872209
38.977499,-8.97753
38.89068,-9.0419
38.655288,-9.033601
38.82602,-9.087813
38.710974,-8.988184
38.644107,-8.978787
39.26331,-8.013096
38.42461,-7.523394
38.649993,-8.219038
38.878003,-7.148543
38.855034,-7.581535
38.792406,-9.195934
38.61972,-8.91389
39.277749,-7.431282
38.02066,-7.848686
38.66178,-9.07335
38.652022,-9.0666
38.6383,-9.04831
37.030761,-7.930389
37.028578,-7.85611
37.090729,-8.240973
38.562919,-9.036952
37.10972,-8.68889
38.190442,-8.56583
37.13874,-8.03046
38.580738,-8.889503
38.53793,-8.86645
38.481701,-9.104258
37.964068,-8.857915
37.699815,-8.085559
38.678651,-9.15667
37.18751,-8.44878
40.252291,-8.431136
41.704308,-8.81571
41.694256,-8.833286
41.179953,-8.654683
41.440239,-8.304072
41.557146,-8.406428
41.311266,-7.733486
41.448571,-8.34408
40.888138,-8.491728
41.18334,-8.149247
41.117076,-8.622752
41.180541,-8.655491
40.673073,-7.918626
40.64958,-8.614921
40.626822,-8.645553
40.626822,-8.645553
40.204206,-8.406826
39.732712,-8.824543
39.243249,-8.687911
40.165878,-8.860675
39.601964,-8.396881
38.890867,-9.042449
38.776549,-9.220795
38.767628,-9.098938
38.741451,-9.232215
38.754615,-9.188179
38.705942,-9.144239
38.660216,-9.176174
39.277769,-7.431307
38.612988,-9.103826
38.694134,-8.941742
37.090765,-8.241209
37.138654,-8.030284
37.127283,-8.280282
37.130889,-7.637521
38.005826,-7.868543
38.557892,-7.921122
37.147396,-8.543947
37.028572,-7.944748
41.182414,-8.657943
38.754596,-9.1884206
38.65975,-9.17378
38.7378,-9.39967
38.530359,-28.632086
38.663725,-27.206971
37.745967,-25.675063
38.729018,-27.067079
37.834275,-25.686991
